#Num,R1 IW,R2 PW,R3 NE,R4 SE,SAF #,Cover Type Name,Fuel Ref,Lit,1hr,10hr,100hr,1000h,QMD,Duf,Dep,Cd,Herb,Cd,Shr,Cd,Foli,Cd,Bran,Cd,Add. Ref,CvG, Flame EF,Duff EF, Smolder 1K EF
#---,__,--,__,--,__________,....................................................................................................,---------------,______,------,______,------,______,------,______,------,__,------,__,------,__,------,__,------,__,---------------,___,--,__,---
415,0,2,0,0,,Pinus ponderosa - Pseudotsuga menziesii Woodland,X,,,,,,,,,,,,,,,,,,,PN,3,8,7
546,0,2,0,0,,Pinus ponderosa - Quercus garryana Woodland,X,,,,,,,,,,,,,,,,,,,PN,3,8,7
49,1,2,0,0,,Pinus ponderosa Forest,FOFEM 011,1.4,0.07,0.63,0.8,5,5,5,0.6,,0.2,,0.4,,6,,0.7,,,PN,3,8,7
449,1,2,0,0,,Pinus ponderosa Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,PN,3,8,7
1202,1,0,0,0,,Pinus ponderosa Wooded Medium-Tall Herbland,X,,,,,,,,,,,,,,,,,,,PN,6,8,7
1193,1,0,0,0,,Pinus ponderosa Wooded Tall Herbland,X,,,,,,,,,,,,,,,,,,,PN,6,8,7
416,1,2,0,0,,Pinus ponderosa Woodland,FOFEM 011,1.4,0.07,0.63,0.8,5,5,5,0.6,,0.2,,0.4,,6,,0.7,,,PN,3,8,7
417,0,0,3,4,,Pinus pungens - (Pinus rigida) Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
418,0,2,0,0,,Pinus quadrifolia Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
50,0,2,0,0,,Pinus radiata Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
419,1,0,0,0,,Pinus remota Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
547,0,0,0,4,,Pinus resinosa - Quercus rubra Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
51,0,0,3,4,,Pinus resinosa Forest,FOFEM 131,1.1,0.25,1.35,0,3,5,12,1.5,,0,,0,,6,,5,,,RJP,1,8,7
548,0,0,3,4,,Pinus rigida - Quercus (coccinea; velutina) Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
323,0,0,3,0,,Pinus rigida - Quercus (velutina; prinus) Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
549,0,0,0,4,,Pinus rigida - Quercus alba Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
464,0,0,3,0,,Pinus rigida Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
420,0,0,3,4,,Pinus rigida Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
421,0,2,0,0,,Pinus sabiniana Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
465,0,0,0,4,,Pinus serotina Saturated Woodland,SMFDB 123,4.59,0,0,0,0,0,88,6,,0.48,,4.3,,,,,,,PC,1,8,7
356,0,0,3,0,,Pinus strobus - (Acer rubrum) Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
324,0,0,3,0,,Pinus strobus - (Pinus resinosa) - Populus tremuloides Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
550,0,0,3,0,,Pinus strobus - Quercus (alba; ellipsoidalis; rubra; velutina) Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
1203,0,0,3,0,,Pinus strobus - Quercus (alba; rubra) Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
325,0,0,3,4,,Pinus strobus - Quercus (alba; rubra; velutina) Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
326,0,0,0,4,,Pinus strobus - Quercus (coccinea; prinus) Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
52,0,0,3,4,,Pinus strobus - Tsuga canadensis Forest,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,,0,,0,,4,,3,,,WPH,1,8,7
53,0,0,3,4,,Pinus strobus Forest,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,,0,,0,,4,,3,,,WPH,1,8,7
555,0,0,0,4,,Pinus strobus Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
327,0,0,0,4,,Pinus taeda - (Liquidambar styraciflua - Liriodendron tulipifera) Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
357,0,0,0,4,,Pinus taeda - Chamaecyparis thyoides - Acer rubrum - Nyssa biflora Saturated Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
358,0,0,0,4,,Pinus taeda - Liquidambar styraciflua - Acer rubrum Saturated Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
348,0,0,0,4,,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
343,0,0,0,4,,Pinus taeda - Liriodendron tulipifera Temporarily Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
54,0,0,0,4,,Pinus taeda - Pinus echinata - (Juniperus virginiana) Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
344,0,0,0,4,,Pinus taeda - Platanus occidentalis - Acer negundo Temporarily Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
328,0,0,0,4,,Pinus taeda - Quercus (alba; falcata; stellata) Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
329,0,0,0,4,,Pinus taeda - Quercus (marilandica; falcata; stellata) Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
345,0,0,0,4,,Pinus taeda - Quercus (pagoda; michauxii; shumardii) Temporarily Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
346,0,0,0,4,,Pinus taeda - Quercus (phellos; nigra; laurifolia) Temporarily Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
347,0,0,0,4,,Pinus taeda - Quercus laurifolia - Chamaecyparis thyoides Tmp Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
330,0,0,0,4,,Pinus taeda - Quercus nigra Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
55,0,0,0,4,,Pinus taeda Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
111,0,0,0,4,,Pinus taeda Seasonally Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
98,0,0,0,4,,Pinus taeda Temporarily Flooded Forest,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
422,0,0,0,4,,Pinus taeda Woodland,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,,0,,3.15,,,,,,,,1,8,7
331,0,0,0,4,,Pinus virginiana - Liquidambar styraciflua - Liriodendron tulipifera Forest,FOFEM 211,1.1,0,0,0,0,0,6,0.6,,0.1,,0.25,,,,,,,,1,8,7
423,0,0,0,4,,Pinus virginiana - Pinus rigida Woodland,FOFEM 211,1.1,0,0,0,0,0,6,0.6,,0.1,,0.25,,,,,,,,1,8,7
332,0,0,0,4,,Pinus virginiana - Quercus (alba; stellata; falcata; velutina) Forest,FOFEM 221,0.9,0,0,0,0,0,5.7,1.2,,0,,3.9,,,,,,,,1,8,7
333,0,0,3,4,,Pinus virginiana - Quercus (coccinea; prinus) Forest,FOFEM 221,0.9,0,0,0,0,0,5.7,1.2,,0,,3.9,,,,,,,,1,8,7
56,0,0,3,4,,Pinus virginiana Forest,FOFEM 211,1.1,0,0,0,0,0,6,0.6,,0.1,,0.25,,,,,,,,1,8,7
424,0,0,0,4,,Pinus virginiana Woodland,FOFEM 211,1.1,0,0,0,0,0,6,0.6,,0.1,,0.25,,,,,,,,1,8,7
425,1,2,0,0,,Pinus washoensis Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
558,0,0,0,4,,Pithecellobium ebano - Phaulothamnus spinescens Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
250,0,0,0,4,,Planera aquatica Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
215,0,0,3,4,,Platanus occidentalis - (Fraxinus pennsylvanica;Celtis laevigata;Acer saccharinm Tmp.Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
216,0,0,0,4,,Platanus occidentalis - (Liquidambar styraciflua; Liriodendron tulipifera) Tempo,X,,,,,,,,,,,,,,,,,,,,3,8,7
506,0,0,0,4,,Platanus occidentalis - Betula nigra - Salix spp. Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
507,0,2,0,0,,Platanus racemosa Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
217,1,0,0,0,,Platanus wrightii Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
508,1,0,0,0,,Platanus wrightii Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
625,0,2,0,0,,Pluchea sericea Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1032,1,0,0,0,,Poa arctica Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1055,1,0,0,0,,Poa fendleriana  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
986,1,0,0,0,,Poa fendleriana Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1081,1,0,0,0,,Poa glauca Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1047,1,0,0,0,,Poa lettermanii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
987,1,0,0,0,,Poa nervosa Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1123,1,0,0,0,,Poa palustris Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1272,1,0,0,0,,Poa secunda Dwarf-Shrub Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,5,8,7
1011,1,2,0,0,,Poa secunda Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1124,1,2,0,0,,Poa secunda Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
950,1,0,0,0,,Poa spp. - Sporobolus spp. Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1324,1,0,0,0,,Polemonium viscosum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
676,1,0,0,0,,Poliomintha incana Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1353,0,0,0,4,,Polygonum pensylvanicum Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1354,0,0,0,4,,Polygonum punctatum Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1082,1,0,0,4,,Polygonum spp. - Echinochloa spp. Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1343,0,0,3,4,,Polygonum spp. - Mixed Forb Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1355,0,0,3,4,,Pontederia cordata - Peltandra virginica Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1280,0,0,0,4,,Pontederia cordata Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
218,1,0,0,0,,Populus angustifolia Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
509,1,0,0,0,,Populus angustifolia Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
219,1,2,0,0,,Populus balsamifera spp. trichocarpa Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
510,0,2,0,0,,Populus balsamifera ssp. trichocarpa Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
220,1,0,0,0,,Populus deltoides spp. wislizeni Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
221,1,0,3,4,,Populus deltoides Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1212,1,0,0,0,,Populus deltoides Temporarily Flooded Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
511,1,0,0,4,,Populus deltoides Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
1194,0,0,3,0,,Populus deltoides Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
521,1,0,0,0,,Populus fremontii Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
222,1,0,0,0,,Populus fremontii Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
512,1,2,0,0,,Populus fremontii Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
251,0,0,3,4,,Populus heterophylla Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
334,1,0,0,0,,Populus tremuloides - Pseudotsuga menziesii Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
715,0,0,3,0,,Populus tremuloides - Quercus spp. - Salix spp. Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
185,1,2,3,0,,Populus tremuloides Forest,SMFDB 152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,,0.41,,1.1,,,,,,,,3,8,7
252,1,0,0,0,,Populus tremuloides Seasonally Flooded Forest,SMFDB 152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,,0.41,,1.1,,,,,,,,3,8,7
223,1,2,3,0,,Populus tremuloides Temporarily Flooded Forest,SMFDB 152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,,0.41,,1.1,,,,,,,,3,8,7
1206,1,0,0,0,,Populus tremuloides Wooded Medium-Tall Herbland,SMFDB 152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,,0.41,,1.1,,,,,,,,6,8,7
485,1,0,3,0,,Populus tremuloides Woodland,SMFDB 152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,,0.41,,1.1,,,,,,,,3,8,7
186,1,0,0,0,,Populus tremuloides-Artemisia tridentata Forest,SMFDB149,0.77,0.11,1.11,2.71,6.72,5,5,0.6,,0.5,,0.93,,,,,,,,3,8,7
193,1,0,0,0,,Populus tremuloides-Calamagrostis rubescens Forest,SMFDB158,1.12,0.14,0.09,0.53,0,5,5,0.6,,0.52,,0.22,,,,,,,,3,8,7
192,1,0,0,0,,Populus tremuloides-Ligusticum filicinum Forest,SMFDB157,0.57,0.09,1.2,7.82,29.76,5,5,0.6,,0.53,,0.02,,,,,,,,3,8,7
194,1,0,0,0,,Populus tremuloides-Mahonia repens Forest,SMFDB160,1,0.19,0.91,1.37,1.19,5,5,0.6,,0.14,,0.17,,,,,,,,3,8,7
187,1,0,0,0,,Populus tremuloides-Prunus virginiana Forest,SMFDB150,1.18,0.22,0.46,1.12,3.16,5,5,0.6,,0.2,,2,,,,,,,,3,8,7
189,1,0,0,0,,Populus tremuloides-Rudbeckia occidentalis Forest,SMFDB153,0.88,0.02,0.53,3.02,30.15,5,5,0.6,,1.01,,0,,,,,,,,3,8,7
188,1,0,0,0,,Populus tremuloides-Shepherdia canadensis Forest,SMFDB152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,,0.41,,1.1,,,,,,,,3,8,7
191,1,0,0,0,,Populus tremuloides-Spiraea betulifolia Forest,SMFDB156,1.3,0.27,0.35,2,3.98,5,5,0.6,,0.12,,0.49,,,,,,,,3,8,7
190,1,0,0,0,,Populus tremuloides-Wyethia amplexicaulis Forest,SMFDB155,1.03,0.06,0.35,1.95,3.6,5,5,0.6,,0.73,,0.02,,,,,,,,3,8,7
184,0,0,3,0,,Populus trmuloides - Betula papyrifera Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
1291,0,2,0,0,,Potentilla flabellifolia Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1325,1,0,0,0,,Potentilla sierra-blancae Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1344,1,0,0,0,,Primula parryi Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
850,1,0,0,0,,Prosopis glandulosa - Artemisia filifolia Shrubland,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,,1,,5,,,,,,,,5,8,7
851,1,0,0,0,,Prosopis glandulosa - Atriplex spp. Shrubland,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,,1,,5,,,,,,,,5,8,7
530,1,0,0,0,,Prosopis glandulosa - Prosopis velutina Woodland,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,,1,,5,,,,,,,,3,8,7
1253,1,0,0,0,,Prosopis glandulosa Shrub Herbland,FOFEM 341,0.11,0,0,0,0,0,0,0,,0.2,,2.28,,,,,,,,5,8,7
832,1,0,0,0,,Prosopis glandulosa Shrubland,FOFEM 341,0.11,0,0,0,0,0,0,0,,0.2,,2.28,,,,,,,,5,8,7
486,1,0,0,0,,Prosopis glandulosa Woodland,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,,1,,5,,,,,,,,3,8,7
833,1,0,0,0,,Prosopis pubescens Shrubland,FOFEM 341,0.11,0,0,0,0,0,0,0,,0.2,,2.28,,,,,,,,5,8,7
834,1,0,0,0,,Prosopis velutina Shrubland,FOFEM 341,0.11,0,0,0,0,0,0,0,,0.2,,2.28,,,,,,,,5,8,7
573,0,0,0,4,,Prunus caroliniana Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
195,0,0,3,4,,Prunus pensylvanica Forest,SMFDB 244,0.9,0.97,1.98,1.5,8.66,5,5,0.5,,0.3,,0.5,,,,,,,,1,8,7
716,0,0,3,0,,Prunus pumila Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
153,0,0,3,4,,Prunus serotina - Amelanchier canadensis - Quercus spp. Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
717,1,0,0,0,,Prunus virginiana Shrubland,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,,0.4,,23.4,,,,,,,,5,8,7
951,1,0,0,0,,Pseudoroegneria spicata - Bouteloua gracilis Herbland,Shiflet 1994,0,0,0,0,0,0,0,0,,0.59,,0,,,,,,,,6,8,7
988,1,0,0,0,,Pseudoroegneria spicata Herbland,Shiflet 1994,0,0,0,0,0,0,0,0,,0.59,,0,,,,,,,,6,8,7
77,0,2,0,0,,Pseudotsuga macrocarpa - Quercus chrysolepis Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
78,0,2,0,0,,Pseudotsuga macrocarpa Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
335,0,2,0,0,,Pseudotsuga menziesii - Acer macrophyllum Forest,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
79,0,2,0,0,,Pseudotsuga menziesii - Arbutus menziesii Forest,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
367,0,2,0,0,,Pseudotsuga menziesii - Arbutus menziesii Woodland,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
336,1,2,0,0,,Pseudotsuga menziesii - Betula papyrifera Forest,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
551,0,2,0,0,,Pseudotsuga menziesii - Quercus garryana Woodland,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
80,1,2,0,0,,Pseudotsuga menziesii Forest,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
30,0,2,0,0,,Pseudotsuga menziesii Giant Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,,,,,,,3,8,7
99,1,0,0,0,,Pseudotsuga menziesii Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
450,1,0,0,0,,Pseudotsuga menziesii Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
435,1,2,0,0,,Pseudotsuga menziesii Woodland,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,,0.18,,0.13,,,,,,,,3,8,7
835,1,0,0,0,,Psorothamnus polydenius Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
653,1,0,0,0,,Psorothamnus scoparius Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1292,0,0,3,0,,Pteridium aquilinum - Bromus kalmii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1278,0,0,0,4,,Pteridium caudatum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1056,1,0,0,0,,Puccinellia nuttalliana  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
654,1,0,0,0,,Purshia mexicana Shrubland,FOFEM 321,0.11,0,0,0,0,0,0,0,,0.4,,2.28,,,,,,,,5,8,7
1231,1,2,0,0,,Purshia tridentata Shrub Herbland,FOFEM 321,0.11,0,0,0,0,0,0,0,,0.4,,2.28,,,,,,,,5,8,7
1217,1,0,0,0,,Purshia tridentata Shrub Tall Herbland,FOFEM 321,0.11,0,0,0,0,0,0,0,,0.4,,2.28,,,,,,,,6,8,7
655,1,2,0,0,,Purshia tridentata Shrubland,FOFEM 321,0.11,0,0,0,0,0,0,0,,0.4,,2.28,,,,,,,,5,8,7
286,0,2,0,0,,Quercus (agrifolia; douglasii; kelloggii; lobata; wislizenii) Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
607,0,2,0,0,,Quercus (dumosa; dunnii; turbinella; wislizenii) Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
224,0,0,0,4,,Quercus (michauxii; pagoda; shumardii) - Liquidambar styraciflua Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
225,0,0,0,4,,Quercus (phellos; nigra; laurifolia) Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
472,0,2,0,0,,Quercus agrifolia Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
154,0,0,0,4,,Quercus alba - (Quercus nigra) Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
155,0,0,0,4,,Quercus alba - (Quercus rubra - Carya spp.) Forest,Mc Daniel,1.57,0.14,0.58,1.65,4.79,,1.49,0.31,,0.02,,0.08,,0,,0,,,,1,8,7
487,0,0,3,4,,Quercus alba - (Quercus velutina) Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
156,0,0,0,4,,Quercus alba - Quercus (coccinea; rubra; velutina) Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
157,0,0,0,4,,Quercus alba - Quercus (falcata; stellata) Forest,Mc Daniel,1.57,0.14,0.58,1.65,4.79,,1.49,0.31,,0.02,,0.08,,0,,0,,,,1,8,7
158,1,0,3,4,,Quercus alba - Quercus rubra Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
196,0,0,0,4,,Quercus alba Montane Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
368,1,0,0,0,,Quercus arizonica Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
253,0,0,0,4,,Quercus bicolor - Fraxinus pennsylvanica Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
488,0,0,0,4,,Quercus buckleyi Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
24,0,2,0,0,,Quercus chrysolepis Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
608,0,2,0,0,,Quercus chrysolepis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
159,0,0,0,4,,Quercus coccinea - Quercus falcata Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
489,0,2,0,0,,Quercus douglasii Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
609,0,2,0,0,,Quercus dumosa Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
610,0,2,0,0,,Quercus durata Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
369,1,0,0,0,,Quercus emoryi Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
473,0,2,0,0,,Quercus engelmannii Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
337,0,0,0,4,,Quercus falcata - Fagus grandifolia - Pinus taeda Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
531,0,0,0,4,,Quercus fusiformis - Celtis laevigata var. reticulata Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
370,0,0,0,4,,Quercus fusiformis Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
718,1,0,0,0,,Quercus gambelii Shrubland,PMS-832,2.84,0.25,0.24,0.91,0.08,3,0,0,,0.11,,2.69,,,,,,,,5,8,7
160,0,2,0,0,,Quercus garryana Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
719,0,2,0,0,,Quercus garryana Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1207,0,2,0,0,,Quercus garryana Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
490,0,2,0,0,,Quercus garryana Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
611,0,0,0,4,,Quercus geminata - Quercus myrtifolia - Quercus chapmanii Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
6,0,0,0,4,,Quercus geminata Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
371,1,0,0,0,,Quercus grisea Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
612,0,0,0,4,,Quercus havardii Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
287,0,0,0,4,,Quercus hemisphaerica - Carya glabra Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
288,0,0,0,4,,Quercus hemisphaerica - Quercus margarettiae - Quecrus incana Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
532,0,0,0,4,,Quercus hemisphaerica - Quercus margarettiae - Quercus incana Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
7,0,0,0,4,,Quercus hemisphaerica Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
720,0,0,3,4,,Quercus ilicifolia Shrubland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,5,8,7
491,0,0,0,4,,Quercus incana - (Quercus arkansana) Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
